Sim Number,Strategy,End Bankroll,Start Bankroll,Dice Rolls
817,knockout,290.0,200,131
817,pass2come,295.0,200,131
818,corey,199.0,200,87
818,coreynofield,249.0,200,87
818,hammerlock,111.0,200,87
818,knockout,225.0,200,87
818,pass2come,245.0,200,87
819,corey,122.0,200,66
819,coreynofield,162.0,200,66
819,hammerlock,271.0,200,66
819,knockout,90.0,200,66
819,pass2come,180.0,200,66
820,corey,94.0,200,54
820,coreynofield,144.0,200,54
820,hammerlock,290.0,200,54
820,knockout,70.0,200,54
820,pass2come,170.0,200,54
821,corey,217.0,200,88
821,coreynofield,212.0,200,88
821,hammerlock,212.0,200,88
821,knockout,165.0,200,88
821,pass2come,230.0,200,88
822,corey,212.0,200,84
822,coreynofield,157.0,200,84
822,hammerlock,177.0,200,84
822,knockout,170.0,200,84
822,pass2come,215.0,200,84
823,corey,89.0,200,57
823,coreynofield,139.0,200,57
823,hammerlock,220.0,200,57
823,knockout,65.0,200,57
823,pass2come,155.0,200,57
824,corey,226.0,200,75
824,coreynofield,216.0,200,75
824,hammerlock,155.0,200,75
824,knockout,195.0,200,75
824,pass2come,200.0,200,75
825,corey,209.0,200,47
825,coreynofield,219.0,200,47
825,hammerlock,82.0,200,47
825,knockout,150.0,200,47
825,pass2come,215.0,200,47
826,corey,192.0,200,54
826,coreynofield,172.0,200,54
826,hammerlock,141.0,200,54
826,knockout,115.0,200,54
826,pass2come,180.0,200,54
827,corey,237.0,200,90
827,coreynofield,272.0,200,90
827,hammerlock,184.0,200,90
827,knockout,275.0,200,90
827,pass2come,250.0,200,90
828,corey,439.0,200,194
828,coreynofield,329.0,200,194
828,hammerlock,72.0,200,194
828,knockout,540.0,200,194
828,pass2come,305.0,200,194
829,corey,116.0,200,73
829,coreynofield,201.0,200,73
829,hammerlock,300.0,200,73
829,knockout,140.0,200,73
829,pass2come,205.0,200,73
830,corey,141.0,200,72
830,coreynofield,186.0,200,72
830,hammerlock,163.0,200,72
830,knockout,165.0,200,72
830,pass2come,190.0,200,72
831,corey,104.0,200,68
831,coreynofield,154.0,200,68
831,hammerlock,162.0,200,68
831,knockout,145.0,200,68
831,pass2come,160.0,200,68
832,corey,154.0,200,75
832,coreynofield,164.0,200,75
832,hammerlock,170.0,200,75
832,knockout,135.0,200,75
832,pass2come,190.0,200,75
833,corey,240.0,200,106
833,coreynofield,195.0,200,106
833,hammerlock,138.0,200,106
833,knockout,260.0,200,106
833,pass2come,175.0,200,106
834,corey,165.0,200,87
834,coreynofield,195.0,200,87
834,hammerlock,179.0,200,87
834,knockout,240.0,200,87
834,pass2come,165.0,200,87
835,corey,133.0,200,67
835,coreynofield,153.0,200,67
835,hammerlock,242.0,200,67
835,knockout,170.0,200,67
835,pass2come,145.0,200,67
836,corey,159.0,200,87
836,coreynofield,174.0,200,87
836,hammerlock,95.0,200,87
836,knockout,260.0,200,87
836,pass2come,190.0,200,87
837,corey,187.0,200,48
837,coreynofield,177.0,200,48
837,hammerlock,275.0,200,48
837,knockout,50.0,200,48
837,pass2come,175.0,200,48
838,corey,203.0,200,80
838,coreynofield,223.0,200,80
838,hammerlock,177.0,200,80
838,knockout,245.0,200,80
838,pass2come,205.0,200,80
839,corey,245.0,200,89
839,coreynofield,220.0,200,89
839,hammerlock,103.0,200,89
839,knockout,235.0,200,89
839,pass2come,190.0,200,89
840,corey,252.0,200,115
840,coreynofield,212.0,200,115
840,hammerlock,186.0,200,115
840,knockout,280.0,200,115
840,pass2come,180.0,200,115
841,corey,134.0,200,73
841,coreynofield,159.0,200,73
841,hammerlock,205.0,200,73
841,knockout,185.0,200,73
841,pass2come,165.0,200,73
842,corey,179.0,200,104
842,coreynofield,199.0,200,104
842,hammerlock,93.0,200,104
842,knockout,355.0,200,104
842,pass2come,215.0,200,104
843,corey,160.0,200,89
843,coreynofield,155.0,200,89
843,hammerlock,323.0,200,89
843,knockout,155.0,200,89
843,pass2come,145.0,200,89
844,corey,325.0,200,113
844,coreynofield,255.0,200,113
844,hammerlock,76.0,200,113
844,knockout,380.0,200,113
844,pass2come,225.0,200,113
845,corey,275.0,200,97
845,coreynofield,285.0,200,97
845,hammerlock,193.0,200,97
845,knockout,235.0,200,97
845,pass2come,265.0,200,97
846,corey,131.0,200,65
846,coreynofield,121.0,200,65
846,hammerlock,246.0,200,65
846,knockout,120.0,200,65
846,pass2come,145.0,200,65
847,corey,156.0,200,82
847,coreynofield,151.0,200,82
847,hammerlock,73.0,200,82
847,knockout,210.0,200,82
847,pass2come,185.0,200,82
848,corey,267.0,200,101
848,coreynofield,242.0,200,101
848,hammerlock,142.0,200,101
848,knockout,220.0,200,101
848,pass2come,220.0,200,101
849,corey,125.0,200,56
849,coreynofield,145.0,200,56
849,hammerlock,228.0,200,56
849,knockout,30.0,200,56
849,pass2come,175.0,200,56
850,corey,278.0,200,91
850,coreynofield,273.0,200,91
850,hammerlock,89.0,200,91
850,knockout,340.0,200,91
850,pass2come,245.0,200,91
851,corey,42.0,200,72
851,coreynofield,82.0,200,72
851,hammerlock,313.0,200,72
851,knockout,45.0,200,72
851,pass2come,110.0,200,72
852,corey,116.0,200,73
852,coreynofield,171.0,200,73
852,hammerlock,80.0,200,73
852,knockout,205.0,200,73
852,pass2come,175.0,200,73
853,corey,329.0,200,116
853,coreynofield,294.0,200,116
853,hammerlock,18.0,200,116
853,knockout,425.0,200,116
853,pass2come,240.0,200,116
854,corey,105.0,200,86
854,coreynofield,110.0,200,86
854,hammerlock,246.0,200,86
854,knockout,200.0,200,86
854,pass2come,150.0,200,86
855,corey,171.0,200,69
855,coreynofield,181.0,200,69
855,hammerlock,275.0,200,69
855,knockout,105.0,200,69
855,pass2come,175.0,200,69
856,corey,240.0,200,101
856,coreynofield,215.0,200,101
856,hammerlock,109.0,200,101
856,knockout,200.0,200,101
856,pass2come,205.0,200,101
857,corey,199.0,200,84
857,coreynofield,209.0,200,84
857,hammerlock,197.0,200,84
857,knockout,210.0,200,84
857,pass2come,205.0,200,84
858,corey,132.0,200,72
858,coreynofield,162.0,200,72
858,hammerlock,343.0,200,72
858,knockout,10.0,200,72
858,pass2come,200.0,200,72
859,corey,109.0,200,87
859,coreynofield,109.0,200,87
859,hammerlock,270.0,200,87
859,knockout,165.0,200,87
859,pass2come,125.0,200,87
860,corey,230.0,200,116
860,coreynofield,260.0,200,116
860,hammerlock,284.0,200,116
860,knockout,225.0,200,116
860,pass2come,230.0,200,116
861,corey,210.0,200,74
861,coreynofield,250.0,200,74
861,hammerlock,238.0,200,74
861,knockout,150.0,200,74
861,pass2come,230.0,200,74
862,corey,137.0,200,65
862,coreynofield,177.0,200,65
862,hammerlock,242.0,200,65
862,knockout,105.0,200,65
862,pass2come,205.0,200,65
863,corey,139.0,200,67
863,coreynofield,134.0,200,67
863,hammerlock,161.0,200,67
863,knockout,125.0,200,67
863,pass2come,180.0,200,67
864,corey,255.0,200,99
864,coreynofield,265.0,200,99
864,hammerlock,14.0,200,99
864,knockout,355.0,200,99
864,pass2come,245.0,200,99
865,corey,386.0,200,129
865,coreynofield,351.0,200,129
865,hammerlock,81.0,200,129
865,knockout,420.0,200,129
865,pass2come,325.0,200,129
866,corey,251.0,200,99
866,coreynofield,271.0,200,99
866,hammerlock,20.0,200,99
866,knockout,480.0,200,99
866,pass2come,235.0,200,99
867,corey,238.0,200,93
867,coreynofield,223.0,200,93
867,hammerlock,27.0,200,93
867,knockout,285.0,200,93
867,pass2come,215.0,200,93
868,corey,141.0,200,68
868,coreynofield,151.0,200,68
868,hammerlock,199.0,200,68
868,knockout,115.0,200,68
868,pass2come,155.0,200,68
869,corey,195.0,200,69
869,coreynofield,225.0,200,69
869,hammerlock,281.0,200,69
869,knockout,200.0,200,69
869,pass2come,195.0,200,69
870,corey,220.0,200,116
870,coreynofield,260.0,200,116
870,hammerlock,247.0,200,116
870,knockout,315.0,200,116
870,pass2come,250.0,200,116
871,corey,281.0,200,117
871,coreynofield,261.0,200,117
871,hammerlock,160.0,200,117
871,knockout,250.0,200,117
871,pass2come,265.0,200,117
872,corey,145.0,200,93
872,coreynofield,175.0,200,93
872,hammerlock,188.0,200,93
872,knockout,260.0,200,93
872,pass2come,135.0,200,93
873,corey,217.0,200,89
873,coreynofield,197.0,200,89
873,hammerlock,277.0,200,89
873,knockout,195.0,200,89
873,pass2come,175.0,200,89
874,corey,196.0,200,111
874,coreynofield,206.0,200,111
874,hammerlock,145.0,200,111
874,knockout,280.0,200,111
874,pass2come,200.0,200,111
875,corey,186.0,200,66
875,coreynofield,211.0,200,66
875,hammerlock,224.0,200,66
875,knockout,135.0,200,66
875,pass2come,205.0,200,66
876,corey,279.0,200,116
876,coreynofield,304.0,200,116
876,hammerlock,78.0,200,116
876,knockout,350.0,200,116
876,pass2come,260.0,200,116
877,corey,161.0,200,63
877,coreynofield,196.0,200,63
877,hammerlock,156.0,200,63
877,knockout,155.0,200,63
877,pass2come,210.0,200,63
878,corey,99.0,200,102
878,coreynofield,194.0,200,102
878,hammerlock,121.0,200,102
878,knockout,320.0,200,102
878,pass2come,140.0,200,102
879,corey,144.0,200,68
879,coreynofield,149.0,200,68
879,hammerlock,196.0,200,68
879,knockout,140.0,200,68
879,pass2come,165.0,200,68
880,corey,162.0,200,66
880,coreynofield,182.0,200,66
880,hammerlock,288.0,200,66
880,knockout,95.0,200,66
880,pass2come,180.0,200,66
881,corey,174.0,200,79
881,coreynofield,134.0,200,79
881,hammerlock,256.0,200,79
881,knockout,120.0,200,79
881,pass2come,180.0,200,79
882,corey,182.0,200,80
882,coreynofield,162.0,200,80
882,hammerlock,290.0,200,80
882,knockout,105.0,200,80
882,pass2come,200.0,200,80
883,corey,154.0,200,64
883,coreynofield,154.0,200,64
883,hammerlock,226.0,200,64
883,knockout,70.0,200,64
883,pass2come,180.0,200,64
884,corey,115.0,200,33
884,coreynofield,135.0,200,33
884,hammerlock,181.0,200,33
884,knockout,10.0,200,33
884,pass2come,175.0,200,33
885,corey,185.0,200,94
885,coreynofield,185.0,200,94
885,hammerlock,223.0,200,94
885,knockout,210.0,200,94
885,pass2come,165.0,200,94
886,corey,143.0,200,109
886,coreynofield,173.0,200,109
886,hammerlock,228.0,200,109
886,knockout,220.0,200,109
886,pass2come,165.0,200,109
887,corey,287.0,200,105
887,coreynofield,267.0,200,105
887,hammerlock,132.0,200,105
887,knockout,345.0,200,105
887,pass2come,235.0,200,105
888,corey,297.0,200,136
888,coreynofield,312.0,200,136
888,hammerlock,177.0,200,136
888,knockout,345.0,200,136
888,pass2come,270.0,200,136
889,corey,168.0,200,104
889,coreynofield,163.0,200,104
889,hammerlock,195.0,200,104
889,knockout,260.0,200,104
889,pass2come,145.0,200,104
890,corey,149.0,200,102
890,coreynofield,224.0,200,102
890,hammerlock,195.0,200,102
890,knockout,295.0,200,102
890,pass2come,220.0,200,102
891,corey,171.0,200,70
891,coreynofield,196.0,200,70
891,hammerlock,198.0,200,70
891,knockout,145.0,200,70
891,pass2come,180.0,200,70
892,corey,241.0,200,88
892,coreynofield,236.0,200,88
892,hammerlock,313.0,200,88
892,knockout,130.0,200,88
892,pass2come,220.0,200,88
893,corey,244.0,200,74
893,coreynofield,229.0,200,74
893,hammerlock,100.0,200,74
893,knockout,180.0,200,74
893,pass2come,235.0,200,74
894,corey,219.0,200,84
894,coreynofield,229.0,200,84
894,hammerlock,310.0,200,84
894,knockout,95.0,200,84
894,pass2come,235.0,200,84
895,corey,214.0,200,88
895,coreynofield,234.0,200,88
895,hammerlock,113.0,200,88
895,knockout,250.0,200,88
895,pass2come,200.0,200,88
896,corey,312.0,200,111
896,coreynofield,307.0,200,111
896,hammerlock,122.0,200,111
896,knockout,380.0,200,111
896,pass2come,245.0,200,111
897,corey,147.0,200,69
897,coreynofield,157.0,200,69
897,hammerlock,211.0,200,69
897,knockout,100.0,200,69
897,pass2come,195.0,200,69
898,corey,193.0,200,118
898,coreynofield,213.0,200,118
898,hammerlock,220.0,200,118
898,knockout,255.0,200,118
898,pass2come,215.0,200,118
899,corey,221.0,200,78
899,coreynofield,231.0,200,78
899,hammerlock,244.0,200,78
899,knockout,165.0,200,78
899,pass2come,225.0,200,78
900,corey,284.0,200,92
900,coreynofield,269.0,200,92
900,hammerlock,112.0,200,92
900,knockout,300.0,200,92
900,pass2come,225.0,200,92
901,corey,122.0,200,41
901,coreynofield,122.0,200,41
901,hammerlock,268.0,200,41
901,knockout,15.0,200,41
901,pass2come,160.0,200,41
902,corey,146.0,200,64
902,coreynofield,151.0,200,64
902,hammerlock,195.0,200,64
902,knockout,110.0,200,64
902,pass2come,155.0,200,64
903,corey,127.0,200,59
903,coreynofield,142.0,200,59
903,hammerlock,310.0,200,59
903,knockout,60.0,200,59
903,pass2come,160.0,200,59
904,corey,214.0,200,64
904,coreynofield,214.0,200,64
904,hammerlock,169.0,200,64
904,knockout,135.0,200,64
904,pass2come,230.0,200,64
905,corey,286.0,200,92
905,coreynofield,196.0,200,92
905,hammerlock,163.0,200,92
905,knockout,250.0,200,92
905,pass2come,180.0,200,92
906,corey,282.0,200,110
906,coreynofield,292.0,200,110
906,hammerlock,306.0,200,110
906,knockout,265.0,200,110
906,pass2come,240.0,200,110
907,corey,181.0,200,103
907,coreynofield,141.0,200,103
907,hammerlock,232.0,200,103
907,knockout,125.0,200,103
907,pass2come,155.0,200,103
908,corey,120.0,200,92
908,coreynofield,160.0,200,92
908,hammerlock,233.0,200,92
908,knockout,185.0,200,92
908,pass2come,160.0,200,92
909,corey,86.0,200,79
909,coreynofield,91.0,200,79
909,hammerlock,245.0,200,79
909,knockout,185.0,200,79
909,pass2come,125.0,200,79
910,corey,190.0,200,81
910,coreynofield,205.0,200,81
910,hammerlock,83.0,200,81
910,knockout,250.0,200,81
910,pass2come,185.0,200,81
911,corey,187.0,200,63
911,coreynofield,192.0,200,63
911,hammerlock,249.0,200,63
911,knockout,125.0,200,63
911,pass2come,200.0,200,63
912,corey,134.0,200,85
912,coreynofield,199.0,200,85
912,hammerlock,160.0,200,85
912,knockout,270.0,200,85
912,pass2come,165.0,200,85
913,corey,228.0,200,107
913,coreynofield,198.0,200,107
913,hammerlock,177.0,200,107
913,knockout,250.0,200,107
913,pass2come,170.0,200,107
914,corey,339.0,200,114
914,coreynofield,329.0,200,114
914,hammerlock,14.0,200,114
914,knockout,405.0,200,114
914,pass2come,285.0,200,114
915,corey,189.0,200,112
915,coreynofield,199.0,200,112
915,hammerlock,317.0,200,112
915,knockout,135.0,200,112
915,pass2come,215.0,200,112
916,corey,225.0,200,100
916,coreynofield,175.0,200,100
916,hammerlock,243.0,200,100
916,knockout,205.0,200,100
916,pass2come,155.0,200,100
917,corey,216.0,200,78
917,coreynofield,191.0,200,78
917,hammerlock,186.0,200,78
917,knockout,165.0,200,78
917,pass2come,205.0,200,78
918,corey,126.0,200,91
918,coreynofield,166.0,200,91
918,hammerlock,335.0,200,91
918,knockout,150.0,200,91
918,pass2come,150.0,200,91
919,corey,164.0,200,85
919,coreynofield,189.0,200,85
919,hammerlock,281.0,200,85
919,knockout,190.0,200,85
919,pass2come,195.0,200,85
920,corey,273.0,200,89
920,coreynofield,338.0,200,89
920,hammerlock,142.0,200,89
920,knockout,305.0,200,89
920,pass2come,270.0,200,89
921,corey,97.0,200,63
921,coreynofield,117.0,200,63
921,hammerlock,145.0,200,63
921,knockout,130.0,200,63
921,pass2come,165.0,200,63
922,corey,169.0,200,98
922,coreynofield,199.0,200,98
922,hammerlock,204.0,200,98
922,knockout,160.0,200,98
922,pass2come,235.0,200,98
923,corey,98.0,200,65
923,coreynofield,148.0,200,65
923,hammerlock,156.0,200,65
923,knockout,195.0,200,65
923,pass2come,150.0,200,65
924,corey,275.0,200,102
924,coreynofield,275.0,200,102
924,hammerlock,196.0,200,102
924,knockout,235.0,200,102
924,pass2come,245.0,200,102
925,corey,156.0,200,60
925,coreynofield,206.0,200,60
925,hammerlock,151.0,200,60
925,knockout,90.0,200,60
925,pass2come,180.0,200,60
926,corey,250.0,200,105
926,coreynofield,275.0,200,105
926,hammerlock,202.0,200,105
926,knockout,270.0,200,105
926,pass2come,255.0,200,105
927,corey,183.0,200,97
927,coreynofield,183.0,200,97
927,hammerlock,254.0,200,97
927,knockout,160.0,200,97
927,pass2come,185.0,200,97
928,corey,174.0,200,88
928,coreynofield,169.0,200,88
928,hammerlock,115.0,200,88
928,knockout,205.0,200,88
928,pass2come,215.0,200,88
929,corey,177.0,200,70
929,coreynofield,167.0,200,70
929,hammerlock,326.0,200,70
929,knockout,65.0,200,70
929,pass2come,155.0,200,70
930,corey,95.0,200,47
930,coreynofield,115.0,200,47
930,hammerlock,211.0,200,47
930,knockout,45.0,200,47
930,pass2come,165.0,200,47
931,corey,184.0,200,74
931,coreynofield,169.0,200,74
931,hammerlock,196.0,200,74
931,knockout,175.0,200,74
931,pass2come,165.0,200,74
932,corey,219.0,200,88
932,coreynofield,239.0,200,88
932,hammerlock,119.0,200,88
932,knockout,305.0,200,88
932,pass2come,175.0,200,88
933,corey,140.0,200,53
933,coreynofield,150.0,200,53
933,hammerlock,188.0,200,53
933,knockout,90.0,200,53
933,pass2come,160.0,200,53
934,corey,252.0,200,102
934,coreynofield,282.0,200,102
934,hammerlock,172.0,200,102
934,knockout,290.0,200,102
934,pass2come,230.0,200,102
935,corey,204.0,200,63
935,coreynofield,189.0,200,63
935,hammerlock,265.0,200,63
935,knockout,95.0,200,63
935,pass2come,205.0,200,63
936,corey,109.0,200,82
936,coreynofield,134.0,200,82
936,hammerlock,228.0,200,82
936,knockout,115.0,200,82
936,pass2come,160.0,200,82
937,corey,170.0,200,80
937,coreynofield,225.0,200,80
937,hammerlock,73.0,200,80
937,knockout,295.0,200,80
937,pass2come,205.0,200,80
938,corey,137.0,200,86
938,coreynofield,157.0,200,86
938,hammerlock,219.0,200,86
938,knockout,165.0,200,86
938,pass2come,205.0,200,86
939,corey,255.0,200,109
939,coreynofield,290.0,200,109
939,hammerlock,276.0,200,109
939,knockout,255.0,200,109
939,pass2come,260.0,200,109
940,corey,112.0,200,54
940,coreynofield,162.0,200,54
940,hammerlock,288.0,200,54
940,knockout,110.0,200,54
940,pass2come,180.0,200,54
941,corey,123.0,200,105
941,coreynofield,178.0,200,105
941,hammerlock,265.0,200,105
941,knockout,135.0,200,105
941,pass2come,180.0,200,105
942,corey,222.0,200,92
942,coreynofield,182.0,200,92
942,hammerlock,77.0,200,92
942,knockout,220.0,200,92
942,pass2come,230.0,200,92
943,corey,175.0,200,65
943,coreynofield,205.0,200,65
943,hammerlock,165.0,200,65
943,knockout,190.0,200,65
943,pass2come,195.0,200,65
944,corey,131.0,200,83
944,coreynofield,146.0,200,83
944,hammerlock,220.0,200,83
944,knockout,210.0,200,83
944,pass2come,190.0,200,83
945,corey,99.0,200,68
945,coreynofield,109.0,200,68
945,hammerlock,283.0,200,68
945,knockout,100.0,200,68
945,pass2come,135.0,200,68
946,corey,121.0,200,88
946,coreynofield,171.0,200,88
946,hammerlock,305.0,200,88
946,knockout,130.0,200,88
946,pass2come,145.0,200,88
947,corey,169.0,200,89
947,coreynofield,239.0,200,89
947,hammerlock,89.0,200,89
947,knockout,330.0,200,89
947,pass2come,165.0,200,89
948,corey,223.0,200,95
948,coreynofield,198.0,200,95
948,hammerlock,14.0,200,95
948,knockout,290.0,200,95
948,pass2come,180.0,200,95
949,corey,168.0,200,96
949,coreynofield,198.0,200,96
949,hammerlock,201.0,200,96
949,knockout,225.0,200,96
949,pass2come,190.0,200,96
950,corey,283.0,200,124
950,coreynofield,313.0,200,124
950,hammerlock,104.0,200,124
950,knockout,340.0,200,124
